Region,City,Pregnancy Period,Birth Weight,Number of Births
北部,新北市,28週以下,1000克及以下,9
北部,新北市,28週以下,1001～1500克,2
北部,新北市,28～31週,1000克及以下,2
北部,新北市,28～31週,1001～1500克,10
北部,新北市,28～31週,1501～2000克,5
北部,新北市,28～31週,2001～2500克,1
北部,新北市,32～35週,1000克及以下,1
北部,新北市,32～35週,1001～1500克,4
北部,新北市,32～35週,1501～2000克,28
北部,新北市,32～35週,2001～2500克,59
北部,新北市,32～35週,2501～3000克,20
北部,新北市,32～35週,3001～3500克,3
北部,新北市,36週,1001～1500克,1
北部,新北市,36週,1501～2000克,5
北部,新北市,36週,2001～2500克,41
北部,新北市,36週,2501～3000克,60
北部,新北市,36週,3001～3500克,21
北部,新北市,36週,4001～4500克,1
北部,新北市,37～39週,1501～2000克,4
北部,新北市,37～39週,2001～2500克,101
北部,新北市,37～39週,2501～3000克,687
北部,新北市,37～39週,3001～3500克,722
北部,新北市,37～39週,3501～4000克,174
北部,新北市,37～39週,4001～4500克,9
北部,新北市,37～39週,4501～5000克,1
北部,新北市,40週,1501～2000克,1
北部,新北市,40週,2001～2500克,2
北部,新北市,40週,2501～3000克,47
北部,新北市,40週,3001～3500克,126
北部,新北市,40週,3501～4000克,27
北部,新北市,40週,4001～4500克,3
北部,新北市,41～42週,2501～3000克,1
北部,新北市,41～42週,3001～3500克,3
北部,新北市,41～42週,3501～4000克,2
北部,新北市,28週以下,1000克及以下,12
北部,新北市,28週以下,1001～1500克,1
北部,新北市,28～31週,1001～1500克,5
北部,新北市,28～31週,1501～2000克,4
北部,新北市,32～35週,1001～1500克,4
北部,新北市,32～35週,1501～2000克,14
北部,新北市,32～35週,2001～2500克,23
北部,新北市,32～35週,2501～3000克,10
北部,新北市,32～35週,3001～3500克,2
北部,新北市,36週,1501～2000克,4
北部,新北市,36週,2001～2500克,25
北部,新北市,36週,2501～3000克,25
北部,新北市,36週,3001～3500克,7
北部,新北市,36週,3501～4000克,1
北部,新北市,37～39週,2001～2500克,79
北部,新北市,37～39週,2501～3000克,489
北部,新北市,37～39週,3001～3500克,505
北部,新北市,37～39週,3501～4000克,107
北部,新北市,37～39週,4001～4500克,6
北部,新北市,40週,2001～2500克,1
北部,新北市,40週,2501～3000克,23
北部,新北市,40週,3001～3500克,74
北部,新北市,40週,3501～4000克,24
北部,新北市,41～42週,2501～3000克,1
北部,新北市,41～42週,3001～3500克,2
北部,新北市,41～42週,3501～4000克,1
北部,新北市,28週以下,1000克及以下,8
北部,新北市,28～31週,1000克及以下,1
北部,新北市,28～31週,1001～1500克,10
北部,新北市,28～31週,1501～2000克,3
北部,新北市,32～35週,1000克及以下,1
北部,新北市,32～35週,1001～1500克,5
北部,新北市,32～35週,1501～2000克,22
北部,新北市,32～35週,2001～2500克,24
北部,新北市,32～35週,2501～3000克,5
北部,新北市,32～35週,3001～3500克,1
北部,新北市,32～35週,3501～4000克,1
北部,新北市,36週,1501～2000克,6
北部,新北市,36週,2001～2500克,16
北部,新北市,36週,2501～3000克,35
北部,新北市,36週,3001～3500克,7
北部,新北市,36週,3501～4000克,1
北部,新北市,37～39週,1501～2000克,2
北部,新北市,37～39週,2001～2500克,56
北部,新北市,37～39週,2501～3000克,419
北部,新北市,37～39週,3001～3500克,525
北部,新北市,37～39週,3501～4000克,103
北部,新北市,37～39週,4001～4500克,12
北部,新北市,37～39週,4501～5000克,1
北部,新北市,40週,2001～2500克,2
北部,新北市,40週,2501～3000克,45
北部,新北市,40週,3001～3500克,81
北部,新北市,40週,3501～4000克,24
北部,新北市,40週,4001～4500克,3
北部,新北市,41～42週,2501～3000克,6
北部,新北市,41～42週,3001～3500克,7
北部,新北市,41～42週,3501～4000克,2
北部,新北市,28週以下,1000克及以下,4
北部,新北市,28～31週,1001～1500克,2
北部,新北市,32～35週,1001～1500克,1
北部,新北市,32～35週,1501～2000克,7
北部,新北市,32～35週,2001～2500克,6
北部,新北市,32～35週,2501～3000克,7
北部,新北市,32～35週,3001～3500克,1
北部,新北市,36週,2001～2500克,8
北部,新北市,36週,2501～3000克,9
北部,新北市,36週,3001～3500克,2
北部,新北市,37～39週,1501～2000克,1
北部,新北市,37～39週,2001～2500克,39
北部,新北市,37～39週,2501～3000克,203
北部,新北市,37～39週,3001～3500克,219
北部,新北市,37～39週,3501～4000克,46
北部,新北市,37～39週,4001～4500克,4
北部,新北市,40週,2001～2500克,1
北部,新北市,40週,2501～3000克,7
北部,新北市,40週,3001～3500克,27
北部,新北市,40週,3501～4000克,10
北部,新北市,41～42週,3001～3500克,1
北部,新北市,28週以下,1000克及以下,20
北部,新北市,28週以下,1001～1500克,3
北部,新北市,28～31週,1000克及以下,2
北部,新北市,28～31週,1501～2000克,10
北部,新北市,28～31週,2001～2500克,1
北部,新北市,32～35週,1000克及以下,1
北部,新北市,32～35週,1001～1500克,5
北部,新北市,32～35週,1501～2000克,25
北部,新北市,32～35週,2001～2500克,36
北部,新北市,32～35週,2501～3000克,8
北部,新北市,32～35週,3001～3500克,3
北部,新北市,32～35週,3501～4000克,1
北部,新北市,36週,1001～1500克,1
北部,新北市,36週,1501～2000克,5
北部,新北市,36週,2001～2500克,38
北部,新北市,36週,2501～3000克,45
北部,新北市,36週,3001～3500克,12
北部,新北市,36週,3501～4000克,2
北部,新北市,36週,4001～4500克,1
北部,新北市,37～39週,1501～2000克,2
北部,新北市,37～39週,2001～2500克,83
北部,新北市,37～39週,2501～3000克,598
北部,新北市,37～39週,3001～3500克,697
北部,新北市,37～39週,3501～4000克,150
北部,新北市,37～39週,4001～4500克,9
北部,新北市,37～39週,4501～5000克,1
北部,新北市,40週,2501～3000克,51
北部,新北市,40週,3001～3500克,97
北部,新北市,40週,3501～4000克,35
北部,新北市,41～42週,2501～3000克,1
北部,新北市,41～42週,3001～3500克,4
北部,新北市,41～42週,3501～4000克,3
北部,新北市,28週以下,1000克及以下,5
北部,新北市,28週以下,1001～1500克,1
北部,新北市,28～31週,1001～1500克,4
北部,新北市,28～31週,1501～2000克,1
北部,新北市,32～35週,1001～1500克,2
北部,新北市,32～35週,1501～2000克,6
北部,新北市,32～35週,2001～2500克,12
北部,新北市,32～35週,2501～3000克,8
北部,新北市,32～35週,3001～3500克,1
北部,新北市,36週,1501～2000克,2
北部,新北市,36週,2001～2500克,16
北部,新北市,36週,2501～3000克,17
北部,新北市,36週,3001～3500克,5
北部,新北市,36週,3501～4000克,1
北部,新北市,37～39週,1501～2000克,2
北部,新北市,37～39週,2001～2500克,41
北部,新北市,37～39週,2501～3000克,363
北部,新北市,37～39週,3001～3500克,355
北部,新北市,37～39週,3501～4000克,70
北部,新北市,37～39週,4001～4500克,5
北部,新北市,40週,2001～2500克,2
北部,新北市,40週,2501～3000克,19
北部,新北市,40週,3001～3500克,38
北部,新北市,40週,3501～4000克,20
北部,新北市,40週,4001～4500克,1
北部,新北市,41～42週,2501～3000克,1
北部,新北市,41～42週,3001～3500克,3
北部,新北市,41～42週,4001～4500克,1
北部,新北市,28週以下,1000克及以下,3
北部,新北市,28週以下,1001～1500克,1
北部,新北市,28～31週,1000克及以下,1
北部,新北市,28～31週,1001～1500克,2
北部,新北市,28～31週,1501～2000克,2
北部,新北市,32～35週,1501～2000克,10
北部,新北市,32～35週,2001～2500克,11
北部,新北市,32～35週,2501～3000克,14
北部,新北市,32～35週,3001～3500克,2
北部,新北市,36週,2001～2500克,11
北部,新北市,36週,2501～3000克,29
北部,新北市,36週,3001～3500克,6
北部,新北市,36週,3501～4000克,2
北部,新北市,37～39週,1501～2000克,1
北部,新北市,37～39週,2001～2500克,30
北部,新北市,37～39週,2501～3000克,277
北部,新北市,37～39週,3001～3500克,302
北部,新北市,37～39週,3501～4000克,77
北部,新北市,37～39週,4001～4500克,7
北部,新北市,37～39週,4501～5000克,1
北部,新北市,40週,2501～3000克,23
北部,新北市,40週,3001～3500克,47
北部,新北市,40週,3501～4000克,15
北部,新北市,40週,4001～4500克,3
北部,新北市,41～42週,2501～3000克,1
北部,新北市,28週以下,1000克及以下,1
北部,新北市,28～31週,1000克及以下,1
北部,新北市,32～35週,1001～1500克,2
北部,新北市,32～35週,1501～2000克,1
北部,新北市,32～35週,2001～2500克,15
北部,新北市,32～35週,2501～3000克,2
北部,新北市,32～35週,3001～3500克,1
北部,新北市,36週,1501～2000克,3
北部,新北市,36週,2001～2500克,8
北部,新北市,36週,2501～3000克,6
北部,新北市,36週,3001～3500克,1
北部,新北市,37～39週,2001～2500克,17
北部,新北市,37～39週,2501～3000克,149
北部,新北市,37～39週,3001～3500克,161
北部,新北市,37～39週,3501～4000克,26
北部,新北市,37～39週,4001～4500克,1
北部,新北市,40週,2501～3000克,19
北部,新北市,40週,3001～3500克,17
北部,新北市,40週,3501～4000克,7
北部,新北市,41～42週,3501～4000克,1
北部,新北市,28週以下,1000克及以下,2
北部,新北市,28～31週,1000克及以下,2
北部,新北市,28～31週,1001～1500克,1
北部,新北市,32～35週,1501～2000克,6
北部,新北市,32～35週,2001～2500克,15
北部,新北市,32～35週,2501～3000克,7
北部,新北市,32～35週,3001～3500克,1
北部,新北市,36週,1001～1500克,1
北部,新北市,36週,2001～2500克,14
北部,新北市,36週,2501～3000克,13
北部,新北市,36週,3001～3500克,1
北部,新北市,37～39週,1501～2000克,1
北部,新北市,37～39週,2001～2500克,18
北部,新北市,37～39週,2501～3000克,178
北部,新北市,37～39週,3001～3500克,197
北部,新北市,37～39週,3501～4000克,37
北部,新北市,37～39週,4001～4500克,5
北部,新北市,37～39週,4501～5000克,2
北部,新北市,40週,2001～2500克,3
北部,新北市,40週,2501～3000克,12
北部,新北市,40週,3001～3500克,18
北部,新北市,40週,3501～4000克,3
北部,新北市,40週,4001～4500克,1
北部,新北市,40週,4501～5000克,1
北部,新北市,41～42週,3001～3500克,3
北部,新北市,41～42週,3501～4000克,2
北部,新北市,28週以下,1000克及以下,9
北部,新北市,28～31週,1001～1500克,4
北部,新北市,32～35週,1501～2000克,10
北部,新北市,32～35週,2001～2500克,15
北部,新北市,32～35週,2501～3000克,12
北部,新北市,32～35週,3001～3500克,2
北部,新北市,36週,2001～2500克,4
北部,新北市,36週,2501～3000克,19
北部,新北市,36週,3001～3500克,3
北部,新北市,36週,3501～4000克,2
北部,新北市,36週,4001～4500克,1
北部,新北市,37～39週,1501～2000克,2
北部,新北市,37～39週,2001～2500克,42
北部,新北市,37～39週,2501～3000克,222
北部,新北市,37～39週,3001～3500克,267
北部,新北市,37～39週,3501～4000克,66
北部,新北市,37～39週,4001～4500克,6
北部,新北市,37～39週,4501～5000克,1
北部,新北市,40週,2001～2500克,1
北部,新北市,40週,2501～3000克,21
北部,新北市,40週,3001～3500克,64
北部,新北市,40週,3501～4000克,12
北部,新北市,40週,4001～4500克,3
北部,新北市,41～42週,2501～3000克,1
北部,新北市,41～42週,3001～3500克,3
北部,新北市,41～42週,3501～4000克,1
北部,新北市,28週以下,1000克及以下,4
北部,新北市,28～31週,1000克及以下,1
北部,新北市,28～31週,1001～1500克,2
北部,新北市,28～31週,1501～2000克,4
北部,新北市,32～35週,1001～1500克,2
北部,新北市,32～35週,1501～2000克,11
北部,新北市,32～35週,2001～2500克,18
北部,新北市,32～35週,2501～3000克,2
北部,新北市,32～35週,3001～3500克,1
北部,新北市,32～35週,3501～4000克,1
北部,新北市,36週,1501～2000克,2
北部,新北市,36週,2001～2500克,16
北部,新北市,36週,2501～3000克,25
北部,新北市,36週,3001～3500克,8
北部,新北市,37～39週,1501～2000克,2
北部,新北市,37～39週,2001～2500克,32
北部,新北市,37～39週,2501～3000克,249
北部,新北市,37～39週,3001～3500克,244
北部,新北市,37～39週,3501～4000克,55
北部,新北市,37～39週,4001～4500克,3
北部,新北市,40週,2501～3000克,5
北部,新北市,40週,3001～3500克,22
北部,新北市,40週,3501～4000克,6
北部,新北市,40週,4001～4500克,1
北部,新北市,41～42週,2501～3000克,1
北部,新北市,32～35週,2001～2500克,3
北部,新北市,32～35週,2501～3000克,3
北部,新北市,32～35週,3001～3500克,2
北部,新北市,36週,1501～2000克,1
北部,新北市,36週,2501～3000克,1
北部,新北市,36週,3001～3500克,3
北部,新北市,36週,4001～4500克,1
北部,新北市,37～39週,2001～2500克,7
北部,新北市,37～39週,2501～3000克,54
北部,新北市,37～39週,3001～3500克,53
北部,新北市,37～39週,3501～4000克,7
北部,新北市,37～39週,4001～4500克,1
北部,新北市,40週,2001～2500克,1
北部,新北市,40週,3001～3500克,6
北部,新北市,40週,3501～4000克,2
北部,新北市,28週以下,1000克及以下,4
北部,新北市,28週以下,1001～1500克,2
北部,新北市,28～31週,1000克及以下,2
北部,新北市,28～31週,1001～1500克,4
北部,新北市,28～31週,1501～2000克,3
北部,新北市,28～31週,2001～2500克,1
北部,新北市,28～31週,2501～3000克,1
北部,新北市,32～35週,1000克及以下,1
北部,新北市,32～35週,1001～1500克,4
北部,新北市,32～35週,1501～2000克,9
北部,新北市,32～35週,2001～2500克,18
北部,新北市,32～35週,2501～3000克,7
北部,新北市,32～35週,3001～3500克,2
北部,新北市,36週,1501～2000克,3
北部,新北市,36週,2001～2500克,23
北部,新北市,36週,2501～3000克,38
北部,新北市,36週,3001～3500克,6
北部,新北市,36週,3501～4000克,1
北部,新北市,36週,4001～4500克,1
北部,新北市,37～39週,1501～2000克,3
北部,新北市,37～39週,2001～2500克,40
北部,新北市,37～39週,2501～3000克,377
北部,新北市,37～39週,3001～3500克,376
北部,新北市,37～39週,3501～4000克,62
北部,新北市,37～39週,4001～4500克,10
北部,新北市,37～39週,4501～5000克,1
北部,新北市,40週,2001～2500克,4
北部,新北市,40週,2501～3000克,21
北部,新北市,40週,3001～3500克,50
北部,新北市,40週,3501～4000克,13
北部,新北市,40週,4001～4500克,2
北部,新北市,41～42週,3001～3500克,1
北部,新北市,28週以下,1000克及以下,2
北部,新北市,28～31週,1501～2000克,1
北部,新北市,32～35週,1501～2000克,6
北部,新北市,32～35週,2001～2500克,23
北部,新北市,32～35週,2501～3000克,7
北部,新北市,32～35週,3001～3500克,1
北部,新北市,36週,1001～1500克,1
北部,新北市,36週,1501～2000克,5
北部,新北市,36週,2001～2500克,13
北部,新北市,36週,2501～3000克,14
北部,新北市,36週,3001～3500克,9
北部,新北市,36週,4001～4500克,1
北部,新北市,37～39週,1501～2000克,2
北部,新北市,37～39週,2001～2500克,33
北部,新北市,37～39週,2501～3000克,274
北部,新北市,37～39週,3001～3500克,280
北部,新北市,37～39週,3501～4000克,54
北部,新北市,37～39週,4001～4500克,7
北部,新北市,40週,2001～2500克,1
北部,新北市,40週,2501～3000克,17
北部,新北市,40週,3001～3500克,33
北部,新北市,40週,3501～4000克,13
北部,新北市,41～42週,3001～3500克,1
北部,新北市,28週以下,1000克及以下,3
北部,新北市,28週以下,1001～1500克,1
北部,新北市,28～31週,1001～1500克,1
北部,新北市,32～35週,1001～1500克,1
北部,新北市,32～35週,1501～2000克,9
北部,新北市,32～35週,2001～2500克,5
北部,新北市,32～35週,2501～3000克,7
北部,新北市,32～35週,3001～3500克,2
北部,新北市,32～35週,3501～4000克,1
北部,新北市,36週,2001～2500克,8
北部,新北市,36週,2501～3000克,8
北部,新北市,36週,3001～3500克,1
北部,新北市,37～39週,2001～2500克,21
北部,新北市,37～39週,2501～3000克,147
北部,新北市,37～39週,3001～3500克,164
北部,新北市,37～39週,3501～4000克,37
北部,新北市,37～39週,4001～4500克,3
北部,新北市,40週,2501～3000克,7
北部,新北市,40週,3001～3500克,27
北部,新北市,40週,3501～4000克,10
北部,新北市,40週,4001～4500克,1
北部,新北市,41～42週,2501～3000克,1
北部,新北市,41～42週,3001～3500克,1
北部,新北市,28週以下,1000克及以下,1
北部,新北市,28～31週,1000克及以下,1
北部,新北市,28～31週,1001～1500克,1
北部,新北市,32～35週,1001～1500克,2
北部,新北市,32～35週,1501～2000克,3
北部,新北市,32～35週,2001～2500克,2
北部,新北市,32～35週,2501～3000克,1
北部,新北市,36週,1001～1500克,1
北部,新北市,36週,2001～2500克,9
北部,新北市,36週,2501～3000克,13
北部,新北市,36週,3001～3500克,3
北部,新北市,37～39週,2001～2500克,9
北部,新北市,37～39週,2501～3000克,112
北部,新北市,37～39週,3001～3500克,126
北部,新北市,37～39週,3501～4000克,33
北部,新北市,37～39週,4001～4500克,4
北部,新北市,40週,2501～3000克,8
北部,新北市,40週,3001～3500克,19
北部,新北市,40週,3501～4000克,8
北部,新北市,40週,4001～4500克,1
北部,新北市,41～42週,4001～4500克,1
北部,新北市,28週以下,1000克及以下,4
北部,新北市,28～31週,1000克及以下,1
北部,新北市,28～31週,1001～1500克,4
北部,新北市,28～31週,1501～2000克,1
北部,新北市,32～35週,1001～1500克,1
北部,新北市,32～35週,1501～2000克,5
北部,新北市,32～35週,2001～2500克,13
北部,新北市,32～35週,2501～3000克,8
北部,新北市,36週,2001～2500克,11
北部,新北市,36週,2501～3000克,18
北部,新北市,36週,3001～3500克,4
北部,新北市,36週,3501～4000克,1
北部,新北市,37～39週,2001～2500克,23
北部,新北市,37～39週,2501～3000克,255
北部,新北市,37～39週,3001～3500克,288
北部,新北市,37～39週,3501～4000克,60
北部,新北市,37～39週,4001～4500克,3
北部,新北市,37～39週,4501～5000克,1
北部,新北市,40週,2501～3000克,19
北部,新北市,40週,3001～3500克,31
北部,新北市,40週,3501～4000克,13
北部,新北市,40週,4001～4500克,1
北部,新北市,41～42週,2501～3000克,1
北部,新北市,41～42週,3001～3500克,1
北部,新北市,41～42週,3501～4000克,1
北部,新北市,28～31週,1001～1500克,1
北部,新北市,28～31週,1501～2000克,1
北部,新北市,32～35週,2001～2500克,2
北部,新北市,36週,2001～2500克,1
北部,新北市,36週,2501～3000克,1
北部,新北市,36週,3001～3500克,1
北部,新北市,37～39週,2001～2500克,3
北部,新北市,37～39週,2501～3000克,23
北部,新北市,37～39週,3001～3500克,14
北部,新北市,37～39週,3501～4000克,5
北部,新北市,40週,2501～3000克,1
北部,新北市,40週,3001～3500克,5
北部,新北市,40週,3501～4000克,1
北部,新北市,40週,4001～4500克,2
北部,新北市,32～35週,2001～2500克,1
北部,新北市,36週,2001～2500克,1
北部,新北市,37～39週,2001～2500克,1
北部,新北市,37～39週,2501～3000克,6
北部,新北市,37～39週,3001～3500克,9
北部,新北市,37～39週,3501～4000克,7
北部,新北市,36週,3001～3500克,1
北部,新北市,37～39週,2501～3000克,9
北部,新北市,37～39週,3001～3500克,4
北部,新北市,37～39週,3501～4000克,3
北部,新北市,40週,2501～3000克,1
北部,新北市,32～35週,1501～2000克,1
北部,新北市,36週,2501～3000克,1
北部,新北市,36週,3001～3500克,1
北部,新北市,37～39週,2001～2500克,1
北部,新北市,37～39週,2501～3000克,20
北部,新北市,37～39週,3001～3500克,22
北部,新北市,37～39週,3501～4000克,7
北部,新北市,37～39週,4001～4500克,1
北部,新北市,40週,2501～3000克,3
北部,新北市,40週,3001～3500克,3
北部,新北市,40週,3501～4000克,1
北部,新北市,36週,2001～2500克,1
北部,新北市,36週,2501～3000克,1
北部,新北市,37～39週,2001～2500克,2
北部,新北市,37～39週,2501～3000克,6
北部,新北市,37～39週,3001～3500克,9
北部,新北市,37～39週,3501～4000克,4
北部,新北市,40週,2501～3000克,1
北部,新北市,40週,3001～3500克,1
北部,新北市,40週,3501～4000克,1
北部,新北市,28週以下,1000克及以下,1
北部,新北市,28～31週,1001～1500克,1
北部,新北市,28～31週,1501～2000克,1
北部,新北市,32～35週,1501～2000克,2
北部,新北市,32～35週,2001～2500克,3
北部,新北市,32～35週,2501～3000克,1
北部,新北市,32～35週,3001～3500克,2
北部,新北市,36週,1501～2000克,1
北部,新北市,36週,2001～2500克,6
北部,新北市,36週,2501～3000克,6
北部,新北市,36週,3001～3500克,4
北部,新北市,37～39週,2001～2500克,14
北部,新北市,37～39週,2501～3000克,68
北部,新北市,37～39週,3001～3500克,71
北部,新北市,37～39週,3501～4000克,19
北部,新北市,37～39週,4001～4500克,2
北部,新北市,40週,2501～3000克,4
北部,新北市,40週,3001～3500克,10
北部,新北市,40週,3501～4000克,1
北部,新北市,36週,2501～3000克,2
北部,新北市,37～39週,2001～2500克,1
北部,新北市,37～39週,2501～3000克,4
北部,新北市,37～39週,3001～3500克,3
北部,新北市,37～39週,3501～4000克,1
北部,新北市,32～35週,2001～2500克,1
北部,新北市,36週,3001～3500克,1
北部,新北市,37～39週,2501～3000克,4
北部,新北市,37～39週,3001～3500克,8
北部,新北市,40週,2501～3000克,1
北部,新北市,40週,3501～4000克,1
北部,新北市,36週,2501～3000克,1
北部,新北市,37～39週,2501～3000克,14
北部,新北市,37～39週,3001～3500克,6
北部,新北市,37～39週,3501～4000克,3
北部,新北市,40週,2501～3000克,1
北部,新北市,40週,3001～3500克,1
北部,新北市,40週,3501～4000克,1
北部,新北市,32～35週,2001～2500克,2
北部,新北市,36週,2001～2500克,3
北部,新北市,36週,2501～3000克,2
北部,新北市,37～39週,2001～2500克,3
北部,新北市,37～39週,2501～3000克,16
北部,新北市,37～39週,3001～3500克,25
北部,新北市,37～39週,3501～4000克,6
北部,新北市,40週,2501～3000克,1
北部,新北市,40週,3001～3500克,1
北部,新北市,40週,3501～4000克,1
北部,新北市,28週以下,1000克及以下,1
北部,新北市,32～35週,2001～2500克,4
北部,新北市,32～35週,2501～3000克,1
北部,新北市,32～35週,3001～3500克,1
北部,新北市,36週,1501～2000克,1
北部,新北市,36週,2001～2500克,2
北部,新北市,36週,2501～3000克,2
北部,新北市,37～39週,2001～2500克,1
北部,新北市,37～39週,2501～3000克,26
北部,新北市,37～39週,3001～3500克,17
北部,新北市,37～39週,3501～4000克,6
北部,新北市,40週,2501～3000克,3
北部,新北市,40週,3001～3500克,8
北部,新北市,40週,3501～4000克,1
北部,新北市,32～35週,1501～2000克,1
北部,新北市,36週,2001～2500克,1
北部,新北市,36週,2501～3000克,3
北部,新北市,37～39週,2001～2500克,2
北部,新北市,37～39週,2501～3000克,20
北部,新北市,37～39週,3001～3500克,12
北部,新北市,37～39週,3501～4000克,3
北部,新北市,40週,3001～3500克,4
北部,新北市,40週,3501～4000克,1
北部,臺北市,28週以下,1000克及以下,2
北部,臺北市,28～31週,1000克及以下,1
北部,臺北市,28～31週,1001～1500克,3
北部,臺北市,28～31週,1501～2000克,1
北部,臺北市,32～35週,1001～1500克,1
北部,臺北市,32～35週,1501～2000克,18
北部,臺北市,32～35週,2001～2500克,18
北部,臺北市,32～35週,2501～3000克,7
北部,臺北市,36週,2001～2500克,26
北部,臺北市,36週,2501～3000克,22
北部,臺北市,36週,3001～3500克,5
北部,臺北市,36週,3501～4000克,2
北部,臺北市,37～39週,1501～2000克,3
北部,臺北市,37～39週,2001～2500克,50
北部,臺北市,37～39週,2501～3000克,403
北部,臺北市,37～39週,3001～3500克,438
北部,臺北市,37～39週,3501～4000克,74
北部,臺北市,37～39週,4001～4500克,3
北部,臺北市,40週,2001～2500克,1
北部,臺北市,40週,2501～3000克,27
北部,臺北市,40週,3001～3500克,49
北部,臺北市,40週,3501～4000克,17
北部,臺北市,40週,4001～4500克,1
北部,臺北市,41～42週,2501～3000克,1
北部,臺北市,41～42週,3001～3500克,1
北部,臺北市,41～42週,3501～4000克,3
北部,臺北市,28週以下,1000克及以下,7
北部,臺北市,28週以下,1001～1500克,2
北部,臺北市,28～31週,1000克及以下,1
北部,臺北市,28～31週,1001～1500克,6
北部,臺北市,28～31週,1501～2000克,2
北部,臺北市,32～35週,1501～2000克,11
北部,臺北市,32～35週,2001～2500克,33
北部,臺北市,32～35週,2501～3000克,10
北部,臺北市,36週,1501～2000克,5
北部,臺北市,36週,2001～2500克,22
北部,臺北市,36週,2501～3000克,32
北部,臺北市,36週,3001～3500克,5
北部,臺北市,37～39週,1501～2000克,3
北部,臺北市,37～39週,2001～2500克,74
北部,臺北市,37～39週,2501～3000克,440
北部,臺北市,37～39週,3001～3500克,487
北部,臺北市,37～39週,3501～4000克,98
北部,臺北市,37～39週,4001～4500克,4
北部,臺北市,37～39週,4501～5000克,1
北部,臺北市,40週,2001～2500克,2
北部,臺北市,40週,2501～3000克,50
北部,臺北市,40週,3001～3500克,74
北部,臺北市,40週,3501～4000克,22
北部,臺北市,40週,4001～4500克,3
北部,臺北市,41～42週,3001～3500克,3
北部,臺北市,41～42週,3501～4000克,3
北部,臺北市,28週以下,1000克及以下,4
北部,臺北市,28週以下,1001～1500克,1
北部,臺北市,28～31週,1000克及以下,3
北部,臺北市,28～31週,1001～1500克,12
北部,臺北市,28～31週,1501～2000克,7
北部,臺北市,32～35週,1001～1500克,3
北部,臺北市,32～35週,1501～2000克,23
北部,臺北市,32～35週,2001～2500克,34
北部,臺北市,32～35週,2501～3000克,11
北部,臺北市,36週,1501～2000克,4
北部,臺北市,36週,2001～2500克,33
北部,臺北市,36週,2501～3000克,47
北部,臺北市,36週,3001～3500克,11
北部,臺北市,37～39週,1501～2000克,2
北部,臺北市,37～39週,2001～2500克,89
北部,臺北市,37～39週,2501～3000克,548
北部,臺北市,37～39週,3001～3500克,612
北部,臺北市,37～39週,3501～4000克,127
北部,臺北市,37～39週,4001～4500克,9
北部,臺北市,40週,2001～2500克,2
北部,臺北市,40週,2501～3000克,42
北部,臺北市,40週,3001～3500克,68
北部,臺北市,40週,3501～4000克,27
北部,臺北市,40週,4001～4500克,1
北部,臺北市,41～42週,3001～3500克,1
北部,臺北市,41～42週,4001～4500克,1
北部,臺北市,28週以下,1000克及以下,6
北部,臺北市,28週以下,1001～1500克,4
北部,臺北市,28～31週,1001～1500克,9
北部,臺北市,28～31週,1501～2000克,5
北部,臺北市,32～35週,1001～1500克,2
北部,臺北市,32～35週,1501～2000克,13
北部,臺北市,32～35週,2001～2500克,23
北部,臺北市,32～35週,2501～3000克,18
北部,臺北市,32～35週,3001～3500克,3
北部,臺北市,36週,1001～1500克,2
北部,臺北市,36週,1501～2000克,5
北部,臺北市,36週,2001～2500克,31
北部,臺北市,36週,2501～3000克,44
北部,臺北市,36週,3001～3500克,4
北部,臺北市,37～39週,1501～2000克,5
北部,臺北市,37～39週,2001～2500克,64
北部,臺北市,37～39週,2501～3000克,488
北部,臺北市,37～39週,3001～3500克,512
北部,臺北市,37～39週,3501～4000克,111
北部,臺北市,37～39週,4001～4500克,10
北部,臺北市,40週,2001～2500克,2
北部,臺北市,40週,2501～3000克,29
北部,臺北市,40週,3001～3500克,86
北部,臺北市,40週,3501～4000克,26
北部,臺北市,40週,4001～4500克,4
北部,臺北市,41～42週,3001～3500克,3
北部,臺北市,41～42週,3501～4000克,1
北部,臺北市,28週以下,1000克及以下,2
北部,臺北市,28週以下,1001～1500克,1
北部,臺北市,28～31週,1001～1500克,8
北部,臺北市,28～31週,1501～2000克,6
北部,臺北市,32～35週,1001～1500克,2
北部,臺北市,32～35週,1501～2000克,10
北部,臺北市,32～35週,2001～2500克,24
北部,臺北市,32～35週,2501～3000克,5
北部,臺北市,36週,1501～2000克,3
北部,臺北市,36週,2001～2500克,29
北部,臺北市,36週,2501～3000克,27
北部,臺北市,36週,3001～3500克,6
北部,臺北市,37～39週,1501～2000克,4
北部,臺北市,37～39週,2001～2500克,58
北部,臺北市,37～39週,2501～3000克,296
北部,臺北市,37～39週,3001～3500克,327
北部,臺北市,37～39週,3501～4000克,65
北部,臺北市,37～39週,4001～4500克,8
北部,臺北市,40週,2001～2500克,1
北部,臺北市,40週,2501～3000克,23
北部,臺北市,40週,3001～3500克,44
北部,臺北市,40週,3501～4000克,15
北部,臺北市,40週,4001～4500克,1
北部,臺北市,41～42週,3001～3500克,3
北部,臺北市,41～42週,3501～4000克,2
北部,臺北市,28週以下,1000克及以下,4
北部,臺北市,28週以下,1001～1500克,1
北部,臺北市,28週以下,2501～3000克,1
北部,臺北市,28～31週,1001～1500克,3
